"","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrentOccu","CurJobYears","CurJobMonths","CommunitySize","CountryOfRes","MaritalStatus","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","YouProcast","OthersThinkU","DPMean","AIPMean","GPMean","SWLSMean"
"379",32.5,"Male","No Kids","phd","full-time",15000,"postdoc",2,5,"Medium-Sized","France","Single",0,0,5,4,5,5,5,2,5,5,4,5,4,5,5,4,5,4,5,5,5,4,5,3,5,4,3,4,5,5,5,5,2,5,4,5,5,5,5,5,5,3,1,1,1,3,1,"yes","yes",5,4.46666666666667,4.4,1.4
"380",45,"Female","No Kids","ma","full-time",25000,"college professor",10,0,"Large-City","France","Divorced",0,0,3,3,3,2,2,1,2,3,3,5,5,3,4,4,4,3,3,2,2,3,3,2,2,4,3,3,3,3,4,2,3,4,2,2,4,2,2,4,4,4,3,3,3,4,2,"yes","yes",2.5,3.13333333333333,3,3
"381",45,"Female","Yes Kids","deg","unemployed",NA,"other",0,0,"Medium-Sized","France","Married",2,0,4,4,4,4,4,4,3,4,5,5,5,5,4,5,5,3,4,3,5,5,5,4,3,5,5,3,5,5,5,5,3,4,5,5,4,5,4,3,5,3,3,5,3,5,4,"yes","yes",4,4.33333333333333,4.3,4
"382",28,"Male","No Kids","ltuni","full-time",15000,"journalist",3,4,"Small City","France","Single",0,0,4,5,4,4,4,3,1,5,3,5,4,4,5,5,5,5,3,3,1,5,5,4,5,5,4,4,5,4,5,3,4,5,4,4,5,5,3,5,5,5,2,3,2,2,2,"yes","no",4,3.8,4.45,2.2
"383",23,"Female","No Kids","deg","full-time",25000,"physicist",1,0,"Small Town","France","Single",0,0,3,2,3,1,1,1,1,5,2,1,1,1,4,1,2,4,2,4,2,1,1,1,2,4,1,2,3,4,5,1,1,5,1,1,3,4,2,4,3,3,5,5,5,5,5,"yes","no",2,2.13333333333333,2.55,5
"384",45,"Male","Yes Kids","ma","full-time",150000,"other",6,0,"Small City","France","Married",1,1,2,5,4,2,2,4,4,3,4,4,1,5,4,5,2,4,3,2,4,4,4,3,2,4,4,2,5,4,4,1,4,4,4,4,4,3,2,5,4,4,2,5,3,3,4,"yes","yes",2,3.53333333333333,3.55,3.4
"385",55,"Female","No Kids","ma","part-time",NA,"sales",10,0,"Large-City","France","Single",0,0,4,3,3,3,3,2,2,2,3,4,3,5,4,4,5,4,3,3,3,4,5,4,3,1,4,3,4,3,5,3,3,5,4,3,5,4,4,4,4,3,4,4,5,4,5,"yes","yes",3.5,3.4,3.7,4.4
"386",28,"Female","No Kids","phd","full-time",NA,"other",3,0,"Small Town","France","Single",0,0,4,4,4,4,4,2,2,2,4,4,5,4,5,5,5,4,4,4,3,2,5,2,2,5,4,2,5,4,5,4,2,5,4,3,5,2,3,4,5,5,1,4,2,2,2,"yes","yes",4,3.66666666666667,3.8,2.2
"387",28,"Female","No Kids","deg","full-time",25000,"other",0,1,"Village","France","Married",0,0,2,3,2,2,2,1,1,5,3,3,4,3,3,1,4,5,3,5,5,3,2,1,2,2,4,2,4,2,4,2,4,3,2,2,2,4,2,2,3,3,4,4,4,5,3,"yes","no",2,3.26666666666667,2.6,4
"388",37.5,"Female","No Kids","deg","unemployed",10000,"other",0,6,"Small Town","France","Married",0,0,5,5,5,5,5,1,2,2,5,4,4,5,4,2,5,3,2,4,2,4,5,4,3,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,1,2,1,1,1,"yes","no",5,3.26666666666667,4.65,1.2
"389",28,"Female","No Kids","phd","full-time",25000,"other",2,0,"Small Town","France","Single",0,0,4,5,3,2,1,5,5,2,5,5,5,5,4,5,5,4,5,5,4,5,5,5,3,3,5,4,5,4,5,3,4,5,5,5,5,5,5,5,5,5,3,2,3,4,1,"yes","yes",2.5,4.6,4.55,2.6
"390",32.5,"Female","No Kids","deg","full-time",55000,"other",7,0,"Small Town","France","Single",0,0,4,4,4,4,4,4,2,3,5,3,5,5,4,3,5,1,3,4,2,4,4,3,2,5,3,3,2,4,5,4,3,4,4,4,4,2,2,4,4,5,2,2,1,2,2,"yes","yes",4,3.53333333333333,3.55,1.8
"391",37.5,"Female","No Kids","deg","unemployed",NA,"other",0,0,"Large Town","France","Married",0,0,2,3,2,2,2,1,2,4,3,4,5,5,2,2,4,1,4,2,5,4,4,2,3,4,1,5,2,3,3,2,4,3,1,1,4,2,2,4,4,4,2,2,2,3,2,"yes","yes",2,3.2,2.9,2.2
"392",28,"Male","No Kids","deg","full-time",25000,"other",6,0,"Large-City","Brazil","Single",0,0,2,4,2,2,2,2,1,3,2,3,4,3,3,4,2,1,1,2,5,3,3,3,3,4,3,3,3,2,4,1,3,4,2,4,3,1,2,3,2,2,4,5,4,4,4,"yes","no",2,2.6,2.75,4.2
"393",37.5,"Male","Yes Kids","phd","full-time",150000,"engineer",8,0,"Medium-Sized","Brazil","Married",1,0,4,3,3,3,2,2,2,4,2,3,3,2,4,2,4,4,2,4,1,4,4,2,4,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,2,3,2,4,4,"yes","yes",3,2.86666666666667,3.55,3
"394",28,"Male","No Kids","phd","student",15000,"please specify",0,1,"Other","Brazil","Married",0,0,5,5,5,5,5,2,2,1,4,5,3,5,5,5,5,4,3,5,2,4,5,5,5,5,5,4,5,5,5,4,2,5,3,4,5,5,5,5,5,5,1,1,1,2,1,"yes","yes",5,3.66666666666667,4.6,1.2
"395",23,"Male","No Kids","ltuni","student",NA,"other",0,0,"Large-City","Brazil","Single",0,0,4,5,4,4,4,1,2,5,3,4,5,3,3,2,5,2,1,4,1,3,2,2,2,5,3,2,4,4,4,2,4,4,1,3,4,4,5,4,5,4,3,5,4,3,2,"yes","yes",4,2.93333333333333,3.4,3.4
"396",55,"Female","No Kids","deg","full-time",10000,"musician",23,0,"Large-City","Brazil","Single",0,0,5,4,1,2,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,4,1,3,4,1,1,3,1,4,4,5,5,1,3,1,3,2,"yes","no",3.5,1.4,2.6,2
"397",37.5,"Female","Yes Kids","deg","full-time",55000,"other",1,0,"Large-City","Brazil","Married",2,1,3,2,3,1,1,1,1,5,2,1,1,1,2,1,1,1,1,2,1,1,3,2,2,4,2,2,1,2,3,2,3,2,1,3,3,4,4,2,2,1,5,5,4,5,5,"no","no",2,1.46666666666667,2.4,4.8
"398",45,"Male","Yes Kids","phd","full-time",45000,"college professor",3,0,"Large-City","Brazil","Married",0,1,5,5,5,4,4,1,2,2,5,5,5,3,4,3,5,3,1,3,2,4,4,3,4,5,5,3,5,4,5,2,4,5,2,2,4,4,3,1,5,3,3,3,3,4,3,"yes","yes",4.5,3.2,3.65,3.2
"399",20,"Female","No Kids","ltuni","student",10000,"other",0,0,"Large-City","Brazil","Single",0,0,4,2,5,4,4,4,4,5,5,4,2,5,5,4,3,5,5,5,5,5,5,5,4,2,5,3,5,5,5,5,5,5,4,4,5,5,5,5,1,5,3,5,3,2,4,"yes","yes",4,4.4,4.4,3.4
"400",67.5,"Male","No Kids","ma","retired",10000,"retired",23,0,"Small Town","Brazil","Divorced",0,0,3,3,3,2,2,1,1,5,4,2,4,2,3,2,2,2,2,1,2,2,3,1,1,1,1,1,2,3,2,1,4,4,1,3,4,3,2,4,3,4,4,4,4,4,2,"yes","no",2.5,2.33333333333333,2.4,3.6
"401",45,"Female","No Kids","dip","full-time",15000,"journalist",7,0,"Large-City","Brazil","Single",0,0,4,5,5,4,4,2,5,5,5,4,1,4,5,4,5,4,5,5,5,5,4,2,5,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,4,2,2,2,3,2,"yes","yes",4,4.26666666666667,4.2,2.2
"402",25,"Male","No Kids","deg","full-time",67500,"system analyst",4,0,"Large-City","Brazil","Single",0,0,4,3,3,3,3,1,3,4,4,3,4,3,3,3,3,2,3,3,2,3,4,2,3,1,2,2,3,4,4,3,4,4,2,2,3,4,4,3,3,3,4,4,3,4,4,"yes","yes",3.5,2.93333333333333,3,3.8
"403",45,"Female","Yes Kids","deg","full-time",15000,"translator",10,10,"Large-City","Brazil","Married",1,1,5,5,4,3,3,2,3,3,3,3,4,2,4,3,4,5,3,3,2,3,4,3,3,5,3,3,3,4,5,3,4,5,3,4,4,4,3,4,3,3,2,3,2,3,4,"yes","",4,3.13333333333333,3.65,2.8
"404",28,"Male","No Kids","high","part-time",10000,"trainee",0,5,"Large-City","Brazil","Married",0,0,2,2,3,3,3,1,1,1,2,1,2,2,3,2,2,1,1,3,1,2,3,1,4,3,1,5,1,1,3,2,5,2,1,1,2,2,2,1,3,2,3,3,4,3,1,"yes","no",2.5,1.66666666666667,2.25,2.8
"405",28,"Male","No Kids","ltuni","full-time",45000,"web designer",8,7,"Large-City","Brazil","Single",0,0,4,4,5,5,5,1,4,5,5,5,5,5,4,5,5,5,3,5,2,5,5,5,5,5,2,4,4,5,5,2,5,5,2,4,5,5,4,5,5,5,1,2,3,3,1,"yes","yes",4.5,4.26666666666667,4.35,2
"406",22,"Male","No Kids","ltuni","student",NA,"other",NA,0,"Large-City","Brazil","Single",0,0,4,4,3,3,3,3,3,4,4,4,4,4,3,4,5,2,2,3,4,2,4,2,2,4,3,3,5,4,5,2,5,5,3,3,5,4,3,3,5,4,2,3,2,3,2,"yes","yes",3.5,3.4,3.7,2.4
"407",24,"Male","No Kids","dip","unemployed",10000,"other",0,0,"Large-City","Brazil","Single",0,0,5,5,2,1,2,1,1,2,1,4,5,4,5,3,5,5,2,4,1,1,5,1,4,4,1,3,4,3,5,2,2,5,2,3,5,5,4,5,5,5,1,2,2,2,1,"yes","no",3.5,2.93333333333333,3.65,1.6
"408",22,"Male","No Kids","ltuni","student",150000,"other",3,0,"Village","Brazil","Single",0,0,5,5,2,2,2,4,3,2,4,5,5,5,5,5,4,3,5,3,2,5,5,1,5,5,3,5,5,4,5,1,1,5,5,5,5,3,3,5,1,4,1,4,1,1,1,"yes","yes",3.5,4,3.8,1.6
"409",23,"Male","No Kids","ltuni","part-time",10000,"other",0,1,"Small Town","Brazil","Single",0,0,4,4,3,4,2,4,2,3,5,4,3,3,4,4,5,4,4,2,2,4,4,2,3,3,3,2,3,3,4,3,2,5,2,3,4,3,3,4,4,3,2,1,2,2,2,"yes","yes",3,3.53333333333333,3.15,1.8
"410",37.5,"Male","No Kids","ma","full-time",87500,"other",12,6,"Village","Brazil","Single",0,0,5,5,5,5,5,2,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,3,5,5,2,3,5,5,5,5,5,5,1,2,1,4,3,"yes","yes",5,4.6,4.45,2.2
"411",45,"Male","No Kids","deg","full-time",45000,"other",10,0,"Village","Brazil","Married",0,0,3,4,3,3,3,2,5,5,4,5,4,5,4,2,4,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,1,"yes","yes",3,4.33333333333333,3.95,2.2
"412",19,"Male","No Kids","ltuni","part-time",15000,"dish washer",0,0,"Small City","Iran","Single",0,0,3,4,4,4,3,3,2,3,2,3,4,3,3,3,3,3,2,3,3,1,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,4,3,2,4,3,4,4,4,4,4,"yes","no",3,2.73333333333333,2.8,4
"413",23,"Female","No Kids","deg","part-time",NA,"other",0,8,"Village","Iran","Single",0,0,3,4,4,4,4,3,5,5,4,5,4,5,4,5,5,3,4,4,5,4,4,4,2,5,4,5,3,4,5,3,5,4,3,4,5,4,4,5,4,4,2,3,2,3,3,"yes","yes",3.5,4.33333333333333,4.05,2.6
"414",45,"Female","No Kids","ma","full-time",35000,"journalist (freelance)",5,8,"Large-City","Mexico","Single",0,0,4,3,2,2,2,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,4,4,4,3,3,"yes","yes",3,4.06666666666667,3.5,3.6
"415",28,"Male","No Kids","deg","part-time",25000,"esl teacher/biologist",0,6,"Large-City","Mexico","Single",0,0,4,4,4,3,3,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,2,2,3,4,3,"yes","yes",3.5,3.13333333333333,3.85,2.8
"416",32.5,"Female","No Kids","ma","full-time",35000,"sales executive",5,2,"Large-City","Mexico","Single",0,0,2,1,1,1,1,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,4,4,4,3,4,"yes","yes",1.5,2.93333333333333,2.5,3.8
"417",80,"Female","No Kids","high","retired",15000,"other",0,0,"Large Town","Mexico","Divorced",0,0,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,3,3,3,3,2,"yes","yes",5,4.2,4.25,2.8
"418",67.5,"Female","Yes Kids","deg","retired",35000,"retired",9,0,"Medium-Sized","Mexico","Widowed",0,1,3,3,2,2,1,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3,4,4,4,2,"yes","yes",2,3.46666666666667,3.2,3.4
"419",25,"Female","No Kids","dip","part-time",10000,"other",0,6,"Village","Mexico","Single",0,0,4,3,2,2,2,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,4,4,4,4,4,"no","no",3,2.06666666666667,2.3,4
"420",67.5,"Female","Yes Kids","ma","part-time",35000,"other",5,0,"Medium-Sized","Mexico","Married",1,1,2,3,3,2,2,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,"no","no",2,2.73333333333333,2.55,3.8
"421",45,"Male","Yes Kids","deg","full-time",150000,"other",5,0,"Village","Mexico","Married",1,2,4,4,4,3,3,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,4,4,2,3,3,"yes","no",3.5,2.73333333333333,3.6,3.2
"422",32.5,"Female","Yes Kids","ma","full-time",45000,"other",1,9,"Village","Mexico","Married",0,1,4,3,2,2,3,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,"yes","yes",3.5,2.8,3.05,3.4
"423",28,"Male","Yes Kids","deg","full-time",35000,"other",8,0,"Large Town","Mexico","Married",0,1,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,4,2,4,4,5,"yes","yes",4,3.86666666666667,3.2,3.8
"424",45,"Female","Yes Kids","deg","full-time",25000,"other",10,0,"Village","Mexico","Married",1,0,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,3,2,1,1,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,2,4,4,4,4,4,"yes","no",1,1.46666666666667,2.15,4
"425",45,"Male","Yes Kids","ma","full-time",45000,"other",2,7,"Village","Mexico","Married",3,0,4,4,4,2,2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2,2,3,4,4,"yes","no",3,1.8,2.4,3
"426",22,"Female","No Kids","dip","student",10000,"please specify",2,6,"Village","Germany","Single",0,0,4,4,4,3,3,1,1,1,4,4,4,3,5,1,4,5,2,3,1,4,4,1,2,3,4,2,4,5,4,1,2,4,2,3,5,2,2,4,4,2,2,2,3,4,2,"yes","no",3.5,2.86666666666667,3,2.6
"427",32.5,"Male","No Kids","ma","part-time",45000,"other",0,0,"Large-City","Germany","Married",0,0,3,3,3,3,3,1,1,3,1,2,1,3,4,2,4,2,3,3,1,2,3,1,2,2,3,3,3,4,3,1,4,3,2,3,3,3,3,3,2,3,4,4,3,3,3,"yes","yes",3,2.2,2.7,3.4
"428",32.5,"Male","No Kids","high","student",10000,"please specify",5,6,"Medium-Sized","Germany","Single",0,0,5,5,5,4,4,1,1,1,3,4,4,5,5,5,5,2,2,3,1,2,5,1,3,1,3,4,3,5,4,1,4,5,1,3,5,5,4,5,5,4,1,1,1,1,2,"yes","yes",4.5,2.93333333333333,3.55,1.2
"429",45,"Female","Yes Kids","ma","part-time",25000,"freelance esl teacher",8,0,"Medium-Sized","Germany","Single",0,1,4,4,4,3,4,4,3,5,4,4,2,3,3,3,3,4,4,4,4,4,4,4,3,2,5,4,4,3,4,5,4,4,4,4,4,5,3,4,2,3,4,4,4,2,3,"yes","yes",4,3.6,3.75,3.4
"430",23,"Male","No Kids","high","student",10000,"other",0,0,"Medium-Sized","Germany","Other",0,0,5,4,4,4,4,1,1,4,5,5,4,4,5,4,5,5,5,5,3,5,4,2,4,5,4,5,5,5,5,4,4,5,1,4,4,5,4,4,4,5,2,2,2,3,4,"yes","yes",4.5,4.06666666666667,4.15,2.6
"431",28,"Female","No Kids","deg","full-time",35000,"information developer",2,1,"Medium-Sized","Germany","Married",0,0,1,2,3,1,1,4,1,5,1,2,1,4,3,2,1,2,3,3,2,4,3,1,5,5,5,2,4,4,2,1,2,2,1,2,2,5,4,4,2,5,4,5,5,5,4,"yes","yes",1,2.53333333333333,3.05,4.6
"432",28,"Male","No Kids","ma","student",10000,"other",0,0,"Medium-Sized","Germany","Other",0,0,4,4,4,4,4,4,2,4,3,4,4,4,4,1,4,3,4,4,4,1,5,2,3,4,4,4,3,4,4,3,3,4,4,4,5,5,4,4,4,4,3,3,3,4,2,"yes","yes",4,3.33333333333333,3.85,3
"433",32.5,"Female","Yes Kids","deg","full-time",25000,"it admin",6,0,"Large-City","Germany","Married",0,1,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,2,3,4,2,2,4,4,4,4,4,4,2,2,4,4,4,3,4,4,2,4,3,4,2,"yes","yes",4,3.66666666666667,3.4,3
"434",45,"Female","No Kids","ltuni","unemployed",15000,"other",0,0,"Medium-Sized","Germany","Single",0,0,4,3,4,3,4,2,2,2,2,4,4,4,4,1,2,2,3,2,3,4,4,4,3,3,3,2,5,4,4,3,4,4,2,2,3,3,2,2,3,3,3,1,3,2,1,"yes","yes",4,2.73333333333333,3.15,2
"435",37.5,"Male","Yes Kids","ma","full-time",150000,"network engineer",1,8,"Rural/Country","Germany","Married",1,2,3,3,4,4,4,3,2,5,3,4,3,4,2,4,4,4,3,2,2,5,5,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,2,"yes","yes",3.5,3.33333333333333,4,2.8
"436",24,"Male","No Kids","ltuni","student",10000,"please specify",3,6,"Medium-Sized","Germany","Single",0,0,4,5,5,3,3,1,4,2,4,2,2,3,4,3,4,4,5,4,5,2,4,2,3,5,4,4,4,4,5,4,3,4,4,4,4,4,4,5,5,5,2,2,2,4,2,"yes","no",3.5,3.26666666666667,4.05,2.4
"437",45,"Female","No Kids","ma","full-time",NA,"teacher",17,0,"Medium-Sized","Germany","Single",0,0,5,4,4,3,3,4,2,4,4,3,5,4,5,3,5,4,4,5,4,4,4,2,2,2,4,4,4,4,2,5,5,2,1,5,5,3,4,5,5,5,2,3,3,2,3,"yes","yes",4,4,3.65,2.6
"438",32.5,"Female","No Kids","ma","student",10000,"please specify",7,0,"Village","Germany","Single",0,0,5,3,3,2,2,2,3,4,3,2,3,3,4,3,4,3,5,3,5,5,4,2,2,1,3,2,2,4,5,3,3,5,2,3,4,2,2,4,3,3,3,5,2,2,2,"yes","yes",3.5,3.46666666666667,2.95,2.8
"439",28,"Female","No Kids","ma","student",15000,"please specify",1,3,"Large-City","Germany","Single",0,0,4,3,4,3,3,2,2,4,3,3,3,4,4,3,3,3,3,4,2,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,2,"yes","yes",3.5,3.06666666666667,3.8,3.2
"440",28,"Female","No Kids","ma","full-time",25000,"teacher",4,10,"Medium-Sized","Germany","Single",0,0,3,3,2,2,1,1,2,4,3,2,2,3,4,1,2,2,3,2,3,3,3,3,2,2,2,3,3,3,4,3,4,4,2,2,3,3,2,4,4,4,3,3,3,2,1,"yes","no",2,2.46666666666667,3,2.4
"441",23,"Male","No Kids","lthigh","student",10000,"other",1,0,"Medium-Sized","Germany","Single",0,0,5,5,3,4,4,5,1,5,5,5,5,5,4,5,5,5,3,5,1,5,5,5,4,5,5,3,5,3,5,5,3,5,5,4,5,5,4,5,5,5,2,4,2,2,1,"yes","yes",4.5,4.26666666666667,4.55,2.2
"442",28,"Male","No Kids","deg","student",10000,"please specify",5,7,"Large-City","Germany","Married",0,0,4,3,1,1,1,3,4,4,4,5,5,5,5,5,5,2,5,4,5,5,5,2,2,2,4,2,4,2,4,5,5,5,3,4,5,3,3,5,3,4,3,4,4,5,1,"yes","yes",2.5,4.4,3.6,3.4
"443",28,"Female","No Kids","ltuni","student",10000,"student childhood and youth studies",1,3,"Large-City","Germany","Married",0,0,4,4,4,3,3,2,3,2,3,3,5,3,5,4,5,2,4,2,5,3,4,2,2,4,5,2,3,4,4,1,3,5,3,4,4,4,3,5,5,5,2,3,3,3,3,"yes","no",3.5,3.4,3.6,2.8
"444",55,"Male","Yes Kids","ma","full-time",67500,"quality manager",2,0,"Large-City","Germany","Married",1,1,4,4,4,5,5,3,2,5,3,4,5,4,5,4,4,4,3,2,3,5,5,3,4,1,4,3,4,4,4,4,2,5,3,4,5,4,3,4,4,4,3,2,4,3,1,"yes","yes",4.5,3.73333333333333,3.7,2.6
"445",28,"Male","No Kids","ma","student",10000,"other",0,0,"Medium-Sized","Germany","Single",0,0,4,5,4,4,4,2,4,4,4,3,4,4,4,3,4,4,2,4,3,1,5,4,2,5,4,5,3,4,5,1,4,4,3,5,4,4,4,5,5,5,3,2,2,2,1,"yes","yes",4,3.33333333333333,4.05,2
"446",45,"Male","No Kids","ltuni","full-time",45000,"translator",2,8,"Large-City","Germany","Single",0,0,4,3,2,3,3,4,2,4,5,5,3,5,4,5,4,3,4,3,4,4,4,2,4,2,3,3,3,4,4,5,4,4,3,3,4,4,3,4,4,3,2,3,2,3,1,"yes","yes",3.5,3.93333333333333,3.5,2.2
"447",28,"Female","No Kids","ltuni","student",10000,"other",7,0,"Large Town","Germany","Single",0,0,5,3,5,5,4,2,2,4,4,5,4,4,5,5,5,5,3,4,1,5,5,4,3,5,5,4,4,4,4,4,5,4,3,3,5,4,4,5,5,5,2,1,2,1,1,"yes","yes",4.5,3.86666666666667,4.25,1.4
"448",28,"Female","No Kids","dip","student",10000,"other",0,0,"Village","Germany","Single",0,0,5,4,5,5,5,1,5,2,5,5,5,5,5,5,5,2,5,2,5,5,5,5,1,5,1,1,5,5,5,5,5,5,1,1,4,3,2,5,5,5,4,5,4,4,4,"yes","no",5,4.13333333333333,3.7,4.2
"449",21,"Male","No Kids","ltuni","student",NA,"other",3,0,"Village","Germany","Single",0,0,4,4,4,3,3,2,4,3,4,5,5,4,5,3,5,3,5,4,3,4,5,2,3,5,3,2,4,4,5,4,4,5,3,4,5,4,4,5,5,5,2,4,3,3,2,"yes","yes",3.5,3.93333333333333,4.05,2.8
"450",25,"Male","No Kids","deg","part-time",15000,"other",2,0,"Village","Germany","Single",0,0,2,2,2,2,2,2,2,5,3,2,1,2,3,2,4,2,3,3,2,3,3,3,3,5,3,2,3,3,3,3,3,3,2,3,4,4,3,3,4,3,4,5,4,4,4,"yes","yes",2,2.6,3.15,4.2
"451",28,"Male","No Kids","ltuni","unemployed",10000,"other",1,0,"Small Town","Germany","Single",0,0,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,3,5,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,2,1,"yes","yes",5,4.46666666666667,4.6,1.2
"452",25,"Male","No Kids","deg","part-time",10000,"other",3,0,"Village","Germany","Single",0,0,4,4,4,5,5,5,3,4,2,5,4,5,2,2,4,1,1,3,1,4,2,2,2,2,4,4,4,2,5,1,4,4,2,4,4,3,2,4,4,4,1,3,3,2,1,"yes","no",4.5,3.06666666666667,3.15,2
"453",37.5,"Female","No Kids","ma","full-time",15000,"other",5,0,"Village","Germany","Other",0,0,5,5,3,2,2,1,1,1,1,2,1,1,3,2,3,4,1,5,1,2,3,3,3,3,1,4,2,3,5,1,2,4,1,3,5,2,3,5,5,5,2,4,1,1,2,"yes","no",3.5,1.93333333333333,3.15,2
"454",28,"Female","No Kids","phd","full-time",25000,"other",0,9,"Large Town","Germany","Single",0,0,5,5,5,4,4,2,2,1,5,3,1,1,4,1,5,4,2,4,1,5,3,1,3,5,5,3,5,5,5,4,2,2,4,3,3,3,5,2,5,1,3,3,3,4,4,"yes","no",4.5,2.73333333333333,3.45,3.4
"455",45,"Male","Yes Kids","dip","full-time",150000,"other",4,0,"Village","Germany","Single",0,1,2,3,4,2,2,1,1,5,2,3,1,4,2,2,4,2,1,5,1,4,4,4,4,1,4,2,4,3,4,2,3,4,2,2,4,4,3,4,4,4,2,4,4,4,2,"yes","yes",2,2.53333333333333,3.3,3.2
"456",20,"Male","No Kids","ltuni","student",10000,"other",1,0,"Medium-Sized","Germany","Single",0,0,5,5,5,4,4,1,1,5,5,3,5,5,3,5,5,3,3,4,5,5,5,5,4,5,1,4,5,5,5,5,4,5,4,4,3,5,5,4,5,5,1,2,1,4,4,"yes","yes",4.5,3.86666666666667,4.4,2.4
"457",37.5,"Male","No Kids","ma","full-time",87500,"other",10,0,"Rural/Country","Germany","Married",0,0,4,4,4,3,3,2,4,4,5,4,3,5,4,4,4,2,4,2,5,4,4,2,4,5,4,3,3,3,4,4,4,4,2,3,5,4,4,5,3,4,4,4,4,5,5,"yes","yes",3.5,3.73333333333333,3.7,4.4
"458",28,"Female","Yes Kids","dip","student",10000,"other",0,0,"Rural/Country","Germany","Other",0,1,4,4,4,2,2,2,1,1,2,2,5,5,5,2,4,2,2,2,1,1,5,1,2,4,3,1,3,4,5,1,4,5,1,2,5,2,1,3,5,4,4,4,4,4,4,"yes","yes",3,2.46666666666667,3.05,4
"459",32.5,"Female","No Kids","lthigh","full-time",25000,"other",0,0,"Village","Germany","Single",0,0,5,5,3,4,4,5,3,5,5,3,3,4,4,2,5,4,4,5,3,5,4,4,5,5,2,3,5,4,4,4,3,3,5,4,3,4,4,4,4,5,1,1,1,1,1,"yes","yes",4.5,4,3.95,1
"460",28,"Female","No Kids","ma","student",10000,"other",0,0,"Small Town","Germany","Single",0,0,3,5,5,4,4,2,2,2,3,4,1,1,4,3,3,2,3,3,3,4,4,4,2,4,5,5,3,4,4,2,4,4,1,2,4,4,1,4,4,3,2,3,2,1,2,"yes","yes",3.5,2.66666666666667,3.4,2
"461",28,"Male","No Kids","dip","student",10000,"other",1,8,"Rural/Country","Germany","Single",0,0,4,3,3,3,3,3,1,2,3,5,5,4,4,4,4,2,2,4,1,3,5,1,3,5,5,2,2,3,4,1,3,4,3,4,5,5,4,5,3,4,3,2,2,2,2,"yes","yes",3.5,3.13333333333333,3.55,2.2
